"sample_id","x","y","source_category","source_category_color","pg_clust","pg_clust_color","pred_subclass_label","pred_subclass_cor","pred_subclass_color","pred_cluster_label","pred_cluster_cor","pred_cluster_color"
"20170308_B01",-24.87559975607,23.5898872256296,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_B02",-19.8884735269975,29.1229165003661,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_B03",-14.6709448982073,32.6302710097048,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170308_B04",-24.327025092766,22.4820998959774,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_B05",-24.0239186594056,24.7140085072579,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_B06",-19.1728220603225,28.8776020690876,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_B07",42.744450297346,4.76204684269444,"retro","#61DB6A",60,"#003B99","L6b",0.44541025763805,"#25596D","L6b VISp Mup5",0.445142024761599,"#2B7880"
"20170308_B08",-24.9795235320785,25.3277281371041,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_B09",-20.7709839256028,30.5076410294269,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_B10",32.5226731855271,9.25501864383305,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170308_C01",-14.9080863964089,29.6125458315171,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170308_C02",-25.120889245417,20.6156157466837,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_C03",-6.38564030488521,38.1885105201632,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_C04",4.76680131895094,36.726252759721,"exc","#29ABE1",6,"#994F2E","L4",0.295105190904063,"#00979D","L4 IT VISp Rspo1",0.295105190904063,"#00979D"
"20170308_C05",-5.45062113993909,26.0707322704477,"exc","#29ABE1",8,"#CC5700","L5 IT",0.529987851901692,"#008A61","L5 IT VISp Whrn Tox2",0.52988734015426,"#26FFF2"
"20170308_C06",29.8080128744582,28.1146873516244,"exc","#29ABE1",67,"#2F26FF","L2/3 IT",0.413726150960124,"#94D9A1","L2/3 IT VISp Pcp4l1",0.415897006444267,"#7AE6AB"
"20170308_C07",25.9305845924446,5.02931439784965,"retro","#61DB6A",4,"#FF2F00","L6 CT",0.513753875043028,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.521017510060985,"#74CAFF"
"20170308_C08",-24.1134370140082,27.4048193961762,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_C09",7.18905303552423,30.5944980505353,"exc","#29ABE1",63,"#173199","L2/3 IT",0.487227816796552,"#94D9A1","L2/3 IT VISp Pcp4l1",0.494349688056378,"#7AE6AB"
"20170308_C10",32.6605105600664,-0.00497015737975718,"retro","#61DB6A",2,"#CC463D","L6 CT",0.484974496826997,"#2D8CB8","L6 CT VISp Krt80 Rspo2",0.485506177267659,"#578EBF"
"20170308_D01",-16.5839987887028,33.2137161799404,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170308_D02",-23.5094543817333,23.7777901156113,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_D03",-26.0966482831038,25.8451517580076,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_D04",-10.048645591604,41.9580820020242,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_D05",-19.8402281050451,31.6502216801705,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_D06",-25.5905256664583,20.3379981900182,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_D08",-15.9612873386241,37.3883252256606,"exc","#29ABE1",41,"#5CCC8E","L4",0.482759263964266,"#00979D","L4 IT VISp Rspo1",0.482759263964266,"#00979D"
"20170308_D09",-17.699182444643,37.8502616565161,"exc","#29ABE1",41,"#5CCC8E","L4",0.482759263964266,"#00979D","L4 IT VISp Rspo1",0.482759263964266,"#00979D"
"20170308_D10",31.8310943516743,8.85647188765059,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170308_E01",-16.8592143678905,38.8982170520259,"exc","#29ABE1",41,"#5CCC8E","L4",0.482759263964266,"#00979D","L4 IT VISp Rspo1",0.482759263964266,"#00979D"
"20170308_E02",-10.4449219230731,37.694313451681,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_E03",-23.7703429142323,22.1659109346195,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_E04",-12.0673364249429,29.587357854076,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170308_E05",-23.8656795660095,19.7497444393138,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_E06",-23.0517864112533,22.6384400964969,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_E07",29.3492693232485,1.4237534166459,"retro","#61DB6A",4,"#FF2F00","L6 CT",0.513753875043028,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.521017510060985,"#74CAFF"
"20170308_E08",-21.8467362905746,32.9941843112685,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_E09",-22.0333635332058,26.573573245217,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_E10",32.5107202422061,5.99556538937183,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170308_F01",-11.6081960795566,34.3501685241967,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170308_F02",-11.2333285829602,34.38811907949,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170308_F03",-14.2337019643599,34.3548514943375,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170308_F04",-1.00152428351542,26.797690205095,"exc","#29ABE1",8,"#CC5700","L5 IT",0.529987851901692,"#008A61","L5 IT VISp Whrn Tox2",0.52988734015426,"#26FFF2"
"20170308_F05",-25.2497696121921,19.0165030644736,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_F06",-26.9846349624535,18.9491871264831,"exc","#29ABE1",13,"#FFDA73","L4",0.461638390475647,"#00979D","L4 IT VISp Rspo1",0.461638390475647,"#00979D"
"20170308_F07",35.0755038522691,4.44085209872666,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170308_F08",-24.8635740481412,23.8001625529349,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_F09",-8.94009637503759,37.9091403670668,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_F10",30.5955673378161,9.19895287797791,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170308_G01",-15.5215789284333,37.7621933868385,"exc","#29ABE1",41,"#5CCC8E","L4",0.482759263964266,"#00979D","L4 IT VISp Rspo1",0.482759263964266,"#00979D"
"20170308_G02",-23.6809599659947,26.6013999180649,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_G03",-21.5699624085515,31.8358258739292,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_G04",-25.6198312867065,20.7812119431321,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_G05",-25.4175623623758,18.9398452537589,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_G06",-25.8733789741488,21.8476501682624,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_G07",23.8338669315907,4.60154677211457,"retro","#61DB6A",10,"#FFAF4D","L6 CT",0.472359910348295,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.477804410684187,"#74CAFF"
"20170308_G08",-9.08206535826835,38.0464823807647,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_G09",-19.2203471832975,28.9289602852622,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_G10",42.9840109755533,11.5115610271149,"retro","#61DB6A",60,"#003B99","L6b",0.44541025763805,"#25596D","L6b VISp Mup5",0.445142024761599,"#2B7880"
"20170308_H01",-5.52917741983654,37.4803895299299,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170308_H02",-22.0235477000482,22.4084758287861,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_H03",-21.8052183830792,24.4997333975439,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_H04",-23.4301841927705,24.3667946542396,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_H05",-25.3731422394139,22.0461835428191,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170308_H07",17.0991755720868,6.91951985258205,"retro","#61DB6A",5,"#CC775C","L6 CT",0.517953203556461,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.525356178587019,"#74CAFF"
"20170308_H08",-20.6890755982832,29.9736344370684,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170308_H09",-24.809610321585,22.33967997171,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170327_A01",34.0899271641427,13.8443302701213,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_A02",31.424398102861,14.0348781873543,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_A04",12.837952255048,43.2243320924329,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_A06",13.8331156848149,43.7400527524286,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_A09",10.3356306647454,46.0198235015942,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_A10",10.9079968600015,45.4429717146851,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_B01",32.3309890597746,10.7123690418133,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_B02",31.3368557522001,13.937379006918,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_B04",15.2958501701884,41.4549602158441,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_B05",-6.31062366320912,20.8923943268947,"retro","#61DB6A",8,"#CC5700","L5 IT",0.529987851901692,"#008A61","L5 IT VISp Whrn Tox2",0.52988734015426,"#26FFF2"
"20170327_B06",14.7665372752379,39.9662207447763,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_B10",31.4850102678742,9.00771121233978,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_C01",32.9870449133474,12.9497783883492,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_C02",30.0699108724865,31.7680644011541,"retro","#61DB6A",67,"#2F26FF","L2/3 IT",0.413726150960124,"#94D9A1","L2/3 IT VISp Pcp4l1",0.415897006444267,"#7AE6AB"
"20170327_C04",21.5883420684645,37.4288071328334,"retro","#61DB6A",18,"#95992E","L5 PT",0.541296457787792,"#0D5B78","L5 PT VISp Ptgfr",0.554290781165544,"#247740"
"20170327_C05",-4.80602742830267,37.603521788787,"retro","#61DB6A",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170327_C06",11.723133970902,44.1851239236415,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_C09",29.1996048033417,2.51519386390193,"retro","#61DB6A",4,"#FF2F00","L6 CT",0.513753875043028,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.521017510060985,"#74CAFF"
"20170327_C10",32.3921808559957,9.23346981596602,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_D01",33.9824194742781,4.28250256005909,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170327_D02",35.6117512291968,8.05107985463163,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170327_D04",42.7177433390407,9.35818840036701,"retro","#61DB6A",60,"#003B99","L6b",0.44541025763805,"#25596D","L6b VISp Mup5",0.445142024761599,"#2B7880"
"20170327_D05",-4.19314768350157,36.7845975511042,"retro","#61DB6A",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170327_D06",14.7109602693781,40.1862101950998,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_D09",23.2494627327628,3.77653731076437,"retro","#61DB6A",10,"#FFAF4D","L6 CT",0.472359910348295,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.477804410684187,"#74CAFF"
"20170327_D10",31.3308919388163,0.894136533150761,"retro","#61DB6A",4,"#FF2F00","L6 CT",0.513753875043028,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.521017510060985,"#74CAFF"
"20170327_E02",32.8943641439314,13.0878559593322,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_E04",35.4721042597701,8.36330840052088,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170327_E05",-11.5032649816282,36.1616565367695,"retro","#61DB6A",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170327_E06",11.3903094388938,47.0697478548324,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170327_E09",34.0570514641002,13.5861104406354,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_E10",35.846762658452,9.87647548761779,"retro","#61DB6A",9,"#996E45","L6 CT",0.49349666625648,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.494355398607641,"#74CAFF"
"20170327_F04",32.6300275894747,13.6905893548404,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_F05",13.7512136596838,30.5013582875524,"retro","#61DB6A",62,"#3D63CC","L2/3 IT",0.473145188069829,"#94D9A1","L2/3 IT VISp Pcp4l1",0.477403381881209,"#7AE6AB"
"20170327_F06",-3.7685815552208,23.5174534875568,"retro","#61DB6A",8,"#CC5700","L5 IT",0.529987851901692,"#008A61","L5 IT VISp Whrn Tox2",0.52988734015426,"#26FFF2"
"20170327_G02",31.1438472822628,12.5160966000994,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_G04",33.4087804016017,11.5940517929779,"retro","#61DB6A",7,"#FF7626","L6 CT",0.508013045167327,"#2D8CB8","L6 CT VISp Ctxn3 Brinp3",0.514788761254047,"#74CAFF"
"20170327_G05",1.45743315161807,33.9432400643361,"retro","#61DB6A",47,"#1FCCAC","L4",0.489559101099807,"#00979D","L5 IT VISp Hsd11b1 Endou",0.493816966019728,"#00DDC5"
"20170327_G06",-2.67171978707068,32.1689159952394,"retro","#61DB6A",47,"#1FCCAC","L4",0.489559101099807,"#00979D","L5 IT VISp Hsd11b1 Endou",0.493816966019728,"#00DDC5"
"20170327_G09",12.2643199203034,45.3894428377506,"retro","#61DB6A",20,"#ABCC00","L5 PT",0.505027371955622,"#0D5B78","L5 PT VISp Krt80 Igfbp2",0.512933087992502,"#29E043"
"20170328_A01",-11.4593256402582,26.1131738661263,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_A02",-17.1670577375576,30.8771291613643,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_A03",-11.114167612575,23.9870970439389,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_A04",-9.07205416697325,29.0177175962711,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170328_A05",-11.496176281933,27.5749978165134,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_A06",-22.7414045803858,21.4964807577951,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_A07",-9.95650478367819,41.5418974626018,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170328_A08",-15.1031726786036,31.7790168022449,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_A09",28.6646445483852,23.9571116267432,"exc","#29ABE1",67,"#2F26FF","L2/3 IT",0.413726150960124,"#94D9A1","L2/3 IT VISp Pcp4l1",0.415897006444267,"#7AE6AB"
"20170328_A10",-20.4746395837474,30.5461615819579,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
"20170328_B02",-24.0788551905544,18.9926345983675,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_B03",-10.4566743761204,33.2797711773239,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170328_B04",-11.6686254077876,27.6842535852979,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_B05",-15.4583839038718,30.8118730232503,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_B06",3.1897296848363,36.15691668672,"exc","#29ABE1",6,"#994F2E","L4",0.295105190904063,"#00979D","L4 IT VISp Rspo1",0.295105190904063,"#00979D"
"20170328_B07",-12.2762971723407,39.1141552525859,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170328_B08",-10.6558185142544,39.5409925386103,"exc","#29ABE1",43,"#26FFA2","L4",0.518109886483318,"#00979D","L4 IT VISp Rspo1",0.518109886483318,"#00979D"
"20170328_B09",-24.0752041359879,28.1012491012926,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_B10",-15.342916078371,34.9218949509956,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170328_C01",-14.0835461743396,31.9232143933502,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_C02",-24.1893319937365,26.9465845784777,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_C04",-14.7448160108138,32.7059652240744,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_C05",-24.8728555187104,19.8014304901574,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_C06",-14.4460676407765,30.4452234921911,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_C07",-16.9427272909114,34.6038464768596,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_C08",-7.77565468603364,28.1713174768504,"exc","#29ABE1",48,"#009986","L4",0.50817262005714,"#00979D","L4 IT VISp Rspo1",0.50817262005714,"#00979D"
"20170328_C09",7.12180502778081,30.6390430825849,"exc","#29ABE1",63,"#173199","L2/3 IT",0.487227816796552,"#94D9A1","L2/3 IT VISp Pcp4l1",0.494349688056378,"#7AE6AB"
"20170328_C10",-16.4250796644869,37.2020154339969,"exc","#29ABE1",41,"#5CCC8E","L4",0.482759263964266,"#00979D","L4 IT VISp Rspo1",0.482759263964266,"#00979D"
"20170328_D01",-21.3851070031851,22.9036376844902,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_D02",-15.4776238345419,24.6626020209074,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_D03",-15.3673924588957,32.3494365780424,"exc","#29ABE1",42,"#2E9965","L4",0.480137009320951,"#00979D","L4 IT VISp Rspo1",0.480137009320951,"#00979D"
"20170328_D04",-4.63554579568191,30.1386132163764,"exc","#29ABE1",47,"#1FCCAC","L4",0.489559101099807,"#00979D","L5 IT VISp Hsd11b1 Endou",0.493816966019728,"#00DDC5"
"20170328_D05",-13.4017210521562,24.8536683382745,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_D06",-11.8388799828229,28.1986584486637,"exc","#29ABE1",11,"#CC891F","L5 IT",0.503956927258593,"#008A61","L5 IT VISp Hsd11b1 Endou",0.513724969612174,"#00DDC5"
"20170328_D07",-21.8701636714205,25.0573964447572,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_D08",-25.6887209489144,23.2255709101987,"exc","#29ABE1",50,"#3DCCCC","L4",0.523807784938334,"#00979D","L4 IT VISp Rspo1",0.523807784938334,"#00979D"
"20170328_D09",-20.1457270656774,33.0874586315467,"exc","#29ABE1",40,"#00FF63","L4",0.48588741959728,"#00979D","L4 IT VISp Rspo1",0.48588741959728,"#00979D"
